Gene symbol	B cells naive	B cells memory	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Dendritic cells resting	Dendritic cells activated
PTGDR	84.74897834	75.93103964	549.7297474	59.43850829	135.8294143	56.51547019	38.93185048	36.94548042	407.8586616	1627.918557	2044.535858	36.25887091	32.57760806	29.80079173
PTGER2	47.37880726	20.49640288	2260.804067	258.841965	4236.414392	1056.864994	14.85589132	2608.201318	2957.932915	2983.001501	5770.127086	1154.310555	584.1241872	826.8557439
PTGIR	32.06615205	21.65542661	46.51032228	233.2462403	59.60491785	161.002021	24.85041048	1296.620335	31.97751482	31.06375629	30.86641388	482.8617503	27.40247852	1333.258674
PTPRCAP	4113.169696	4036.430692	4378.93295	1887.920817	4607.979618	1493.347557	5576.724303	3413.915859	1703.230685	3602.345527	3305.985414	35.76573661	29.6087852	51.69649463
PTPRG	106.5825021	96.88881184	3.798829584	4.273621867	3.949271467	12.60267124	12.98839722	154.7918901	67.01744049	8.39063172	5.598819437	6.373268195	8.931399029	18.24345684
PVRIG	874.708657	1156.813644	3978.913368	2515.245009	1786.799569	818.4743673	3927.763769	2477.585452	4095.753219	4533.058778	4025.406714	99.88281165	57.36224685	96.69210326
QPCT	15.58990295	25.78610834	24.03521349	3.411622987	22.22269743	65.08699055	2.011800929	12.20302577	22.4979037	69.39293926	48.52460385	1499.926054	1578.799624	420.5800847
RAB27B	7.831610308	10.49747881	25.25617138	23.27195892	35.43354856	10.79075018	22.51380495	68.21956759	40.13993426	91.19546276	82.18072015	6.931516995	13.5363234	29.73319865
RALGPS2	1597.105013	1305.477004	57.02675161	40.25707294	23.42229647	36.80214677	28.21199417	98.90129916	85.48154309	54.56356691	32.54129812	44.85995177	37.70351551	39.5414463
RASA3	10.56154776	24.23500243	270.9813064	156.4816454	327.8466714	24.57422621	71.22892237	79.60826141	68.96792103	212.7904928	65.33110512	93.34350756	17.29897036	12.32264713
RASGRP2	5911.213148	5135.507838	2427.952654	4016.523813	2855.39049	121.3399664	169.5987981	1173.438292	997.1942031	1363.762146	256.5379971	759.9791832	65.88033568	130.5735306
RASGRP3	458.3600431	575.4533742	16.2266408	28.79489939	13.66874699	13.74179096	15.84342427	93.14886581	16.02504949	15.51147933	19.07768435	11.43917669	986.0715173	1037.512659
RASSF4	22.67712362	18.66101906	22.98193781	29.25535072	19.66949919	23.48774462	25.7630517	67.82146858	20.64721465	228.5281547	146.1955683	672.1035142	657.8411955	2481.685967
RCAN3	46.66611859	40.66450557	155.029818	219.6437293	566.9862725	193.0935915	28.81247015	332.6704532	28.35364012	7.23560514	25.01169532	41.68337282	30.55512091	106.6270408
REN	63.75570668	51.28033369	30.74953796	76.81339366	42.47010982	37.29867542	35.79486574	74.05101213	25.63374355	26.14898837	26.42631865	31.44891199	25.36954972	25.18446444
RENBP	53.60553688	41.69053434	45.59103269	37.11302941	34.34525827	40.61494394	18.33363903	33.37503878	37.66459052	20.43861955	34.34525827	215.0882638	205.9372141	113.6596094
REPS2	40.36292074	27.95271373	13.88756297	12.08950821	18.95216894	8.288872254	18.57128353	22.28002508	19.43901612	16.00616409	21.71773363	153.2877211	46.40358284	43.11555986
RGS1	180.1991847	246.271589	646.7216655	215.6731441	1496.611591	1321.498692	1981.049393	1384.645326	110.3073506	147.0419785	255.510178	64.44174947	62.10361148	3515.825678
RGS13	71.26574474	70.49121711	26.92097022	11.20330491	22.22269743	7.843078446	7.972776848	27.72115697	60.00992468	36.27118978	29.94374704	18.73599553	4.083493393	34.67367816
RNASE2	186.4718703	164.907335	216.8731189	156.1334939	98.76355416	102.5188931	83.75974388	107.0530669	600.512299	663.0545505	230.07536	3614.28076	143.2632325	145.7209604
RNASE6	1799.683549	1157.232625	17.05134667	28.13135229	64.4438491	8.863552717	22.17275389	11.37316837	777.2554078	84.58792101	14.36766267	4038.448716	8418.335804	853.6151668
RPL10L	36.038732	70.34302342	321.3503467	328.0740952	588.7015627	346.9414841	160.244989	144.4448434	184.4753417	91.27669248	98.92836489	95.70491339	26.98167014	75.52316136
RPL3P7	76.85048537	379.4864795	1290.949662	4477.729529	3370.859953	1067.780098	2289.139001	1429.669295	649.1975723	256.6761145	55.10360905	109.4607889	20.79837075	74.47742389
RRP12	12.81515335	12.57253314	10.83222373	10.26293695	14.31729413	378.7293568	17.27184239	28.96853799	9.389333103	20.59701131	75.44491958	288.3451691	35.49710568	11.84870047
RRP9	9.544532505	16.3321486	92.36151715	116.4244851	49.53085908	524.2815539	82.56301801	21.61705767	72.63989178	53.29234769	186.6021403	36.13230183	29.29745433	16.43308988
RSAD2	215.2283477	211.2148732	164.1021811	230.6806713	222.8577454	149.4255108	101.6083258	852.5910812	390.7076696	300.3481477	666.8036659	334.986335	115.74094	7545.527873
RYR1	108.5578105	115.9141217	134.6786684	13.31038127	134.9186388	161.9808797	214.1715785	1289.511214	142.5812776	38.11141231	76.73435744	128.5919034	117.1694825	105.5402507
S100A12	190.663133	205.6096122	103.0892269	122.0464109	78.96882194	77.60907212	114.3269206	93.856191	2375.556565	1088.208915	220.6263312	11149.65069	132.8315959	138.8702312
S1PR5	7.997120003	7.027494673	41.04900098	8.45170015	6.547727883	6.843334165	8.886630463	5.615635204	13.06706142	587.6581174	175.6975199	6.788452669	6.920113656	7.668039292
SAMSN1	197.0884279	441.9005895	794.816235	609.2761383	1660.128114	2859.409338	577.4007393	1973.849465	1571.696585	1266.566015	2876.602126	1412.29406	2070.552906	7507.176097
SCN9A	7.11928632	7.905938062	5.599396915	20.4393522	6.409332909	6.276977095	22.14183418	39.74988474	56.53456409	11.24582219	10.59412632	6.128985193	304.8088511	6.084883035
SEC31B	64.80136266	51.08175979	423.4721951	539.2656032	63.79022174	23.57209837	163.9010445	1073.503244	58.50379417	248.3195373	30.97425375	136.5478618	38.33774434	29.75143595
SELL	11102.0298	8002.61479	7418.862396	9805.46284	7104.510327	2531.49842	4188.175594	5165.445456	10585.56882	5741.494585	1590.659482	7242.740165	121.953751	137.3301011
SEPT5	10.89927471	18.06590222	13.1121548	56.7692406	37.98662268	43.47348792	15.39081454	256.754317	93.46696057	19.49414625	22.41199796	16.50408571	14.32019206	25.86887464
SEPT8	27.7175438	22.87983558	31.02782537	35.00087493	35.93880485	272.6170427	126.6447075	33.16765019	30.19637375	26.97577912	67.28417387	15.62108755	34.66782519	19.83223519
SERGEF	15.69138202	11.98596801	63.60787074	264.2358173	28.58789254	16.22879037	189.1431751	15.82118936	17.27020744	64.18194259	41.5765162	20.42165917	16.8397593	19.0610534
SH2D1A	30.86641388	23.74579306	1249.210018	910.0374967	1354.892078	1484.478664	2984.358981	2057.444392	1522.337958	1296.002366	844.7081417	18.41801556	16.51251838	27.6285163
SIGLEC1	258.3004281	149.3986543	81.50052589	55.54431252	91.07262834	46.5723539	55.13574502	132.2882244	181.1221996	98.8058291	88.81589691	279.3221994	447.6079282	2742.909524
SIK1	5471.704926	5620.453994	1219.200313	494.4265452	410.006561	162.0409056	4922.268476	942.2614617	393.1870068	457.6523281	248.2954165	544.8091055	104.8119808	228.1768122
SIRPG	74.41451203	127.7355428	1310.139566	1078.535981	1148.814515	293.2102273	3092.334477	2278.399895	713.8212187	98.34637628	57.88335321	54.8626275	30.07003805	83.9411784
SIT1	759.1593175	1505.448039	1457.873439	1418.51616	1612.60149	927.3906158	1676.239317	4164.941026	1324.14278	115.1265171	107.7569918	99.63796028	411.7305737	77.55169941
SKA1	4.914356682	2.770472888	2.220631652	15.89364427	1.658857567	353.1886192	53.82754533	32.1969624	20.96016433	17.19149842	41.3563524	3.198489691	2.81889331	4.751056832
SKAP1	1378.742233	556.9267569	2273.257742	2670.874802	2395.678989	814.2486746	2389.171966	5831.851105	2886.347943	2037.376281	1513.442454	155.1060459	168.3391756	153.5290423
SLAMF1	762.0351121	515.4872027	496.4217166	449.8358705	1081.526073	2005.427058	1074.944299	1504.845258	720.6522405	114.1243297	115.6197705	111.9089299	126.4411906	801.5218011
SLAMF8	156.6501475	135.5923959	107.6408152	72.69074036	101.4058634	85.97854784	48.49238871	37.4347836	218.2134567	170.4258874	95.17401569	166.4059352	2859.321256	358.4664294
SLC12A1	89.4899425	48.93661716	10.77936011	13.59723596	11.20330491	1.863695454	1.863695454	20.23145003	37.92005759	3.639923264	3.866557468	3.335133412	2.708807426	1.786805461
SLC12A8	7.225818568	8.434874182	14.91996119	11.19206299	3.740216058	9.306658239	34.82375423	48.42252291	7.503468941	10.14791696	18.06584929	11.98809147	37.95714189	52.24193196
SLC15A3	9.050871942	202.4492561	18.5710453	27.12597858	19.36453188	13.09271261	18.79636185	9.872890222	74.5094252	11.74522644	8.498902895	1682.54452	3688.669477	4650.121848
SLC2A6	112.56368	313.2302692	43.07557759	8.055918939	15.58990295	24.88582	11.07886417	17.54138316	213.1524507	70.73672817	125.466199	623.8936693	500.2261802	1981.204438
SLC7A10	66.78073716	84.61698111	33.20097043	19.66949919	53.12123129	44.81896685	626.6515191	23.56884003	14.77666766	31.85028897	24.36857837	34.30894984	37.79824063	53.05335639
SLCO5A1	118.7296898	108.1291054	30.06870751	55.91267865	70.96791001	41.79365254	15.57807487	112.9325737	35.53050559	73.09344194	49.59274467	40.69340961	42.93594304	1056.080519
SMPD3	70.72102235	140.540597	70.12682543	148.9719357	47.62155017	17.258479	516.1544785	27.3493063	99.22270606	89.68398839	154.573264	35.63627466	23.5940494	53.33653667
SMPDL3B	2.724372492	3.034400379	3.73037929	5.877194227	3.847184414	4.624418991	4.914356682	6.387050179	9.073790284	4.588512766	4.182493252	4.661740608	3.678959719	4.248305374
SOCS1	27.14793524	25.09172222	160.8027185	64.4438491	117.8166952	1034.179076	255.1479692	604.6602261	80.88085602	49.70265419	1230.201795	20.71591309	103.7199643	398.8444411
SP140	881.125548	2397.760361	422.1251624	367.6750359	549.3361922	376.9049927	529.7231104	659.0216126	475.9591297	411.7724421	385.2475659	107.9949811	75.79589461	212.573622
SPAG4	16.39614273	24.95714972	60.34817877	79.5891519	64.66029759	120.1755798	87.31662416	50.08813703	83.87858963	8.399871249	50.78803941	16.94563165	11.74593292	50.70004672
SPIB	3945.300733	5363.4372	67.02484651	111.2439257	74.71026363	74.10530922	88.49719564	12.73818081	98.69157038	106.9259138	78.25416453	116.3915428	57.53286072	40.31588104
SPOCK2	1531.023729	1120.73105	3283.92381	2040.442671	3212.756292	1022.450995	3128.50636	4263.9774	1757.141517	995.6524365	650.4634003	263.011432	202.7159891	217.0461442
SSX1	1.658857567	3.900272217	7.384988622	40.80982734	2.493139629	9.812231302	25.44533792	117.0747287	58.08304612	2.161370142	1.479085222	5.167103334	14.99089205	26.61872738
ST3GAL6	66.60162565	34.3893867	7.158395479	12.96669349	6.482478073	6.982740503	20.88194891	20.23462109	45.97919713	27.10829	18.38880596	357.9772296	398.9464519	1251.448838
ST6GALNAC4	264.3270269	441.0048109	408.1100167	297.0293513	398.8717851	276.2455792	263.2789632	799.8515516	351.5954793	240.2635016	227.0422204	195.8463286	349.1318417	182.6270057
ST8SIA1	50.56172691	44.96471016	75.93922657	9.129359328	278.4319646	97.33937156	2924.590009	32.76973467	78.19146733	6.718345522	14.10673265	8.218778885	6.257607885	14.96016422
STAP1	3534.504408	1961.960801	112.0597302	432.5194514	110.856908	108.0607513	92.39233333	615.5083627	68.95913217	299.8706305	435.480525	21.15804952	47.63471034	120.7564143
STEAP4	4.42067119	8.353897982	4.832288844	10.49185361	2.346954138	3.411622987	3.594013	71.18929282	7.879999289	8.756230575	17.27184239	111.873397	48.28814175	4.304290172
STXBP6	16.73521702	15.04379369	16.13910899	18.76887513	21.45135324	14.46846851	17.85021806	8.586358526	14.44502275	10.56909	11.99719249	12.89610083	12.40900014	14.61020736
TARDBPP1	42.03948876	48.24713311	20.13104889	56.90002211	38.53463959	63.68405364	29.13250856	4.882051391	104.0260167	13.59143299	31.08142239	9.112054424	30.78464147	22.03505447
TBX21	504.1990666	543.923946	1658.322072	162.9916872	522.1073862	1173.96483	445.5205989	334.0503226	1805.133857	4208.888552	3311.978393	273.2767975	245.4943449	178.261254
TCF7	32.1556293	157.1737661	3170.404097	5181.114553	3207.171426	351.3659373	4668.361682	754.808733	910.6990599	415.1493446	151.5623553	18.65570294	32.56860072	55.65274077
TCL1A	12117.94539	763.1449829	106.739179	133.6927662	105.523008	62.11998297	138.6741034	108.7230911	106.6455477	104.9994128	78.2920509	161.4604075	90.24888922	122.3968151
TEC	11.26237461	11.13599083	11.99089142	8.992612544	9.646923918	9.195676707	12.7431858	8.92091341	14.80669355	20.22252914	16.45891984	16.29861436	14.62208914	21.16569802
TEP1	13.00060521	15.87747831	98.35605225	13.17735831	95.04661844	15.47869427	8.393614631	9.251815429	9.550904671	181.4004368	91.56873261	16.10571842	48.0734321	12.2359858
TGM5	60.12655552	71.99773897	47.8969765	41.46606342	47.09380347	40.98318506	33.23725547	71.18774803	82.63306347	56.85336746	60.67685001	64.53380501	58.75579949	77.88602952
TLR2	81.54272739	113.709418	120.5282543	135.7286165	126.8421582	102.0859478	151.8480214	81.98559599	438.5864476	138.3345347	140.2158809	4560.185304	1202.759716	487.1255361
TLR7	49.81426014	102.4990755	7.997221294	58.36525286	9.70690203	7.262313101	36.29565926	49.5799296	84.85721753	31.8438018	10.83895443	570.6516022	35.19591687	60.11520175
TLR8	7.582193721	6.714925465	5.70074897	5.570829264	6.830950912	5.730458788	39.48271435	5.723066082	91.59801705	5.825720142	6.107123818	1522.070253	553.7198288	667.192622
TMEM156	574.4981382	577.0327019	168.0820865	114.8275013	152.9758784	334.197775	276.9063479	221.7312302	207.1593629	138.8828404	141.9594113	23.45170307	30.88767375	23.225842
TMEM255A	64.48080982	43.77493033	38.72072177	5.079112797	22.20688826	16.47169916	4.573719127	52.65374427	63.73438687	49.63841616	29.92011687	66.84987758	926.137278	979.6564849
TNFAIP6	267.9179363	259.8916347	81.29435266	36.71555117	94.24800971	79.12333165	63.61546587	131.8853818	147.6840939	123.7740746	145.8185128	233.4391136	245.9512171	8826.486407
TNFRSF10C	44.84631996	28.85121323	27.03922751	25.78013421	57.28934706	44.90546301	21.95552174	33.97430589	39.13114743	20.06638784	37.57632728	237.9058901	53.99033577	48.90501431
TNFRSF11A	50.02783296	32.36541213	9.855680429	6.818438323	22.07591774	45.77175188	14.45611207	930.5271046	87.70315573	86.12792797	68.56018671	17.83610862	281.4799185	708.1258587
TNFRSF13B	502.6927279	1498.256342	181.9551888	307.6962383	120.0804247	138.9893405	181.9526719	379.5542581	372.4166229	227.5044918	167.0688665	188.0078881	167.5646975	186.0239287
TNFRSF17	22.5997525	247.609295	13.81523144	4.347662735	13.44126834	7.947610014	7.855308418	41.18335555	10.04246187	12.50971798	8.910362721	10.1098504	10.59179267	17.5240948
TNFRSF4	15.01956589	14.8278152	18.71047795	22.20688826	524.4770391	1997.155963	1178.444669	2852.970487	21.35202747	195.89287	697.7043267	17.76981387	203.4808519	1646.191207
TNFSF14	10.0823446	9.719004464	92.31649554	28.21199417	59.18404696	428.3545003	168.835817	258.1350672	17.77460958	362.1020637	2050.816822	35.07227527	17.95365709	8.691520443
TNIP3	14.12983303	31.867553	70.50041584	64.72785062	30.8024485	446.3091826	257.640918	48.14764737	43.91377403	18.25984636	11.86713177	14.52350675	23.11775258	47.4835514
TPSAB1	1102.29779	794.7203184	376.0368021	43.36581215	284.8186666	147.2741095	481.0725006	28.78893808	262.6432093	465.2204213	311.7403372	543.6290931	397.8866549	396.8599394
TRAC	572.5113556	1006.350088	13721.45552	14057.43026	15532.16188	8731.942274	20117.66469	19538.4969	3189.238319	815.6846136	506.0537577	208.9784165	215.6237237	255.9384554
TRAF4	194.7986362	450.3805458	27.41737791	35.38777983	88.21790387	248.213136	107.5017488	48.57230164	40.01034813	54.5480586	70.6081762	28.30245079	39.85889969	30.04309979
TRAT1	13.5847049	15.98508028	816.7413233	2327.160635	2578.359018	1616.337428	1427.702674	448.2961522	1435.573943	25.38745132	41.18448661	6.845897848	10.65205619	29.29706627
TRAV12-2	13.14017301	12.20201385	225.3780296	99.38436963	100.6104917	12.96669349	85.70898291	9.535532796	11.61297377	11.08896426	9.776317635	10.63253287	12.87147163	11.68801662
TRAV13-1	88.73958185	72.48117143	463.1984082	537.6097159	881.5627754	411.162234	707.2496886	138.6945511	76.99469029	42.45202479	28.3148996	29.72104173	32.45267986	36.23428561
TRAV13-2	72.69074036	67.18924471	369.2792078	411.162234	639.8040504	201.5321093	381.3344477	191.405895	38.54870306	44.35066443	55.64727919	56.85541485	41.21658712	67.13601356
TRAV21	119.891114	65.25320664	439.3576224	417.5047308	765.2981535	157.5889451	463.357295	2763.362726	49.08129044	55.8763643	46.6365232	51.31601583	52.02734337	17.85858588
TRAV8-6	24.5564624	22.1433316	244.1129158	317.7910043	396.1200681	172.8402474	439.2288461	676.1350103	22.66646971	18.30217166	15.40291048	34.39428346	24.16870446	22.76541274
TRAV9-2	60.43870697	91.39228534	220.3744213	498.4569511	911.8379139	448.8743703	656.9831726	1958.896333	113.9953881	56.17040361	22.09272622	47.77691068	27.7387923	33.54720142
TRBC1	575.8478308	930.328823	8923.922332	12460.73946	10179.78364	3287.836318	16623.7078	19876.20631	5338.319292	4520.50562	2812.593654	78.94320693	189.1209091	145.715446
TRDC	88.17850315	81.15497901	3014.575466	282.0101621	781.3316356	486.8794819	370.2752613	124.6527289	17980.35398	10797.21174	11382.00872	61.01801703	46.6420448	30.42258616
TREM1	415.2301184	236.6369111	102.2864477	116.8363113	67.49889477	71.26574474	101.4843406	66.50026811	574.8694989	79.85743138	95.75746526	1775.188919	222.6374113	317.7853076
TREM2	17.00788201	11.99552131	16.18514962	14.88173325	16.93010618	12.76669965	14.95790508	101.0745387	14.19593878	13.80468131	14.68548476	24.23855513	6016.863497	928.15125
TREML2	70.53816317	20.8510013	23.09902116	50.87816452	18.783374	52.41361977	57.35568408	59.68920701	35.87929016	55.01920603	123.3281827	40.72889444	32.7416014	27.32785335
TRIB2	1848.219528	915.3236717	1138.062023	2278.453629	2377.362513	275.8348106	5890.338133	839.9304115	754.1562238	1307.778436	1049.5197	123.0323791	255.2096152	126.8179678
TRPM4	7.691250656	6.199378707	7.796755019	17.98120025	9.463569762	9.520155138	11.62316713	6.76116021	8.48672507	7.443654876	7.702553769	18.36114786	28.55293563	34.88330592
TRPM6	45.92245257	35.63102651	25.76719358	16.86720259	31.1038533	63.79022174	32.92379314	19.946392	59.15056029	22.10779339	30.99587635	35.69642216	21.83288519	33.4402678
TSHR	19.81562324	17.26446055	11.64652927	11.34522644	13.71677829	7.644655016	236.3005486	11.89081812	15.28593998	20.15779147	12.75467855	14.29339998	19.79865996	22.62901303
TTC38	24.85041048	25.03368325	374.209498	118.0039289	26.49834722	57.41736661	172.2330604	43.28600708	427.6618803	2894.462666	662.1427421	105.6462644	95.294272	143.9588074
TXK	309.7698509	195.384424	676.0594416	1384.385645	426.3148568	175.3835932	206.762571	166.3675052	319.0374935	1564.533681	2015.56144	62.96991111	82.39792906	85.15990882
TYR	15.49172903	15.24296718	10.627147	44.38209766	197.0884279	37.45017394	6.818438323	1778.505105	304.5548851	71.99864479	51.17855685	14.06800259	32.73142982	12.31353089
UBASH3A	10.12600478	12.70263006	876.3804334	2177.794994	714.9395195	203.0783034	935.0097588	1376.318036	319.0941238	6.038374156	8.533286435	6.105136566	4.841232059	5.677166893
UGT1A8	680.5299008	471.1925779	82.13823081	98.52007343	123.3281827	101.445586	93.50382185	450.365002	462.5102909	78.13378227	85.31836726	91.50678971	85.82524233	54.24689175
UGT2B17	29.46022982	12.69818111	3.976053906	5.049784849	5.598819437	4.541614018	7.819769102	8.39783357	10.13915266	4.743273044	6.482478073	7.244351309	6.871949567	9.056114065
UPK3A	15.1818271	14.61683336	10.97861145	13.15225266	13.64441885	20.18467535	10.91012024	20.9331605	16.61685711	10.8839878	9.961241592	215.8718015	10.60159881	15.10114829
VILL	29.52223049	34.59261182	434.2235247	693.1658136	500.1222764	32.85440556	445.3565484	38.85635157	209.2510089	215.5413192	39.83941898	97.78124023	21.08681353	20.96596084
VNN1	22.95842907	21.92466999	12.26655159	29.07388553	11.49823256	6.881696305	4.556712661	50.60131657	119.8944937	62.57962649	27.08777116	1024.700138	158.589962	37.60366073
VNN2	64.9845649	79.68108191	445.4839483	574.7325605	87.43886769	7.680556652	183.1808863	81.25132533	1027.324135	600.7634958	133.9832531	3300.115435	6.33332463	7.339096499
VNN3	30.92999926	32.29662574	13.07856517	58.33320422	28.54732378	26.89503329	36.41518352	85.4261616	38.72160006	22.08322245	44.53194026	187.5997533	19.03566519	20.43299213
VPREB3	3778.568055	2591.601205	89.69557529	38.11603592	166.1221545	154.18198	86.99944061	335.2264761	155.1026171	126.7365483	114.2787683	136.159858	91.99785705	129.4706451
WNT5B	11.75096777	11.14541251	10.61879975	6.818438323	8.393614631	9.272327825	17.98120025	11.6468939	10.98399056	6.098592957	9.789026033	15.97840064	99.77388102	132.7650466
WNT7A	12.86019319	17.53933245	101.4088521	230.7618491	87.39996412	46.54002774	100.096916	51.70572802	34.57067229	11.09709075	13.79321282	56.25300857	17.52213467	28.44004811
ZAP70	13.7050941	12.81144157	3230.539852	4287.536344	2667.26621	772.7826189	7380.970003	1758.634939	1422.384713	4781.948859	1772.000761	38.05970681	19.14980044	26.83408716
ZBP1	35.84871042	74.5068251	149.2911945	184.7781077	162.5267903	27.55771004	71.30464757	144.075716	106.9247563	499.9477503	127.0420484	24.54237397	10.54629785	25.50635842
ZBTB10	152.6895498	99.22415511	99.88073058	109.5758377	91.36792646	83.06394836	1221.65228	4.246104982	179.029292	122.4353858	106.5387015	62.01375558	76.59712517	773.9507313
ZBTB32	9.857216379	193.1962311	27.83511	29.13250856	7.771095444	187.3923151	24.71873759	112.5857434	29.81729559	16.3475771	12.38711595	10.52648555	10.56712858	71.90536722
ZFP36L2	923.602815	661.8816941	3227.833526	357.0079722	3731.327234	366.0960572	641.8482849	2943.240501	154.9349031	915.0156182	263.103889	1341.516598	532.3725666	124.3001947
ZNF135	94.28786122	16.31493562	64.5605419	96.20392388	15.80624293	3.236183763	31.1690733	3.228407856	42.87083843	151.1023562	79.04663522	3.860059178	8.279532213	2.420046884
ZNF165	6.421545431	4.431621524	3.190692616	33.67116463	2.724372492	45.2032616	6.147205936	5.925447852	4.898005565	7.023083197	4.897631255	2.66873461	2.415107373	1.83777562
ZNF204P	77.87689746	42.94621317	151.9597341	400.6631845	168.8951305	40.0906413	52.22897356	83.76317704	129.5986466	37.01330204	32.9745764	29.90974572	25.55386032	36.16594047
ZNF222	9.800664188	7.20321789	71.91125741	56.64251081	15.0813304	15.58990295	182.9389251	10.02779726	13.84326232	92.27882159	91.80829026	19.8606097	86.41818993	39.91834899
ZNF286A	737.8599039	331.9087607	218.2270364	5.598819437	169.3131278	190.8748431	118.138051	136.8685992	246.5038172	225.4077006	199.2998879	11.04393742	15.08086286	280.7699313
ZNF324	28.21199417	23.46442356	32.01125825	348.190389	27.16912681	24.0557628	179.5864792	63.46545944	45.38499365	44.94117978	42.90224117	28.71444884	25.24781608	23.83651935
ZNF442	19.71319664	22.44753254	32.11029942	8.980486469	9.182953598	3.103039674	44.70063347	47.38616861	180.8575692	21.77015125	40.95236426	12.30022875	48.30333449	96.00867374
