Gene symbol	B cells naive	B cells memory	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Dendritic cells resting	Dendritic cells activated
CDHR1	15.70334805	21.35717484	32.70000097	86.84214478	12.73061175	27.50039747	22.14183418	7.934015528	130.6180895	237.0997067	29.5032353	10.5027912	6.785695372	8.710620771
CDK6	30.69853755	23.04874713	65.1412171	25.78013421	99.98686977	45.35113413	24.21507209	69.53996611	24.45714861	27.05878945	289.5847031	21.06647043	75.85179982	67.41087913
CEACAM3	68.46140597	61.8011542	69.08981156	59.64008096	55.44751849	46.69869297	65.12057481	133.397401	120.6353537	189.912654	109.5758377	242.1017704	147.5042141	210.180427
CEACAM8	77.91715796	86.88656507	143.8250498	7.285693652	73.7311384	35.28849776	4.767545237	39.35635057	15.77579613	956.067675	162.1045877	6.650645086	14.18862492	19.05023187
CEMP1	28.85299608	26.05680615	9.51802003	44.87716404	8.245074698	8.750532337	66.92570007	210.0815605	135.6592715	24.7914552	47.37880726	12.41773777	6.045328615	7.792685483
CFP	4.573719127	4.646460043	14.38688428	371.8319741	50.46125007	5.783504523	13.9469182	47.25871943	471.1297374	33.99443636	6.982740503	3702.502521	7.548560149	451.2500358
CHI3L1	9.040054131	10.11185342	13.16060514	12.37533181	7.285693652	12.94364358	9.949791059	19.88900634	16.32499594	344.721706	59.67623931	12.16796964	89.88071419	473.9150298
CHI3L2	574.7325605	445.1279343	362.8779127	662.9063033	312.1882039	166.1811986	4770.057676	515.3473004	404.1369074	322.0390633	170.2202856	200.9927361	184.1091199	210.5699575
CHST15	375.0617962	380.4544171	37.3682688	56.31496953	41.68602369	34.12601784	41.65976896	82.84147995	339.1261865	43.29669296	21.63834323	3334.89402	317.7544695	99.79101855
CHST7	15.2998514	17.07503774	26.28908826	70.20092794	367.4048158	234.0049091	401.8384715	78.75058598	56.03427065	29.82523398	23.03809769	291.0641772	193.2489244	3085.840231
CLC	317.0133169	263.8099578	91.38509289	21.54663623	110.2519917	184.5831263	91.98053835	38.52410842	337.9147534	509.9159527	237.9275689	86.56595204	98.81299309	102.2341069
CLCA3P	17.20651635	25.26232098	10.28448645	11.3209152	2.307902038	0.972464723	4.366178616	10.45160006	25.67823744	4.29075067	1.761755136	2.691185739	2.311940973	0.758567527
CLEC10A	110.2519917	95.48720378	80.05432796	56.97214117	77.30955315	36.92529104	66.46616213	123.3530513	154.0857258	56.08638386	61.70274209	481.4264713	5129.9883	145.4750722
CLEC2D	1012.819733	595.0445595	1510.850313	1443.461253	1711.865828	1875.9525	1689.599596	2808.690677	332.2360807	979.2239401	344.4100434	93.13451585	66.49062417	2002.179445
CLEC4A	270.684059	105.2173251	43.67169279	94.87431986	19.995556	35.566978	67.3906821	75.54705953	326.2228204	66.20219764	39.06798479	2802.254283	4209.628791	558.9934716
CLEC7A	148.8556127	142.0062175	86.04241069	106.6702025	89.98404196	50.52462737	936.3792246	94.16503856	628.3365071	143.1492688	89.37299011	6165.953009	5359.771755	1178.503785
CLIC2	8.195551244	7.671472425	6.339831804	11.06762282	4.799625554	7.65617701	5.412216318	6.36193044	14.6317676	24.68882499	30.3854209	103.5590934	2244.054642	5239.88349
CMA1	77.95639785	68.10609278	25.22954469	42.09518393	46.6365232	76.31621718	29.75313496	40.08632954	77.40398982	57.33259038	53.020637	58.76829357	44.7774243	53.12239382
COL8A2	135.2230196	73.45098986	60.53487072	79.43023238	61.77215124	55.34420893	62.18440951	122.1817822	76.59825958	88.02552084	68.46140597	275.8747733	129.2643777	109.1988225
COLQ	28.85299608	27.39812397	152.7740895	66.85032911	135.3256446	36.18719498	48.33458991	163.7532278	410.2594987	406.5670516	351.0163026	33.83180651	31.5991765	20.18679185
CPA3	786.5967435	653.570348	147.6958112	25.20265438	243.2991012	226.7134742	148.1833551	145.5265348	271.5067499	458.1363071	308.1273629	135.1465191	132.4987072	149.4195584
CR2	1471.268235	559.6347831	245.2703384	285.69747	67.24739132	17.8883765	25.49933683	25.46161624	22.26236223	25.27012551	64.40632604	35.1557773	16.28183461	51.3593367
CREB5	30.97425375	24.5582079	12.41011504	43.39553244	7.370460489	10.97804588	9.555358782	9.368720456	15.69291933	13.03890087	14.41666747	360.9106341	227.5494335	257.4524083
CRISP3	27.37818895	16.54772888	3.235495107	4.203532154	7.582193721	10.20717886	5.210162458	647.7895425	34.44926679	164.0262277	41.73838224	5.032005451	5.950386602	5.355044803
CRTAM	54.88908823	66.10701896	1443.48038	308.5611006	114.0594238	661.2766113	42.15294578	47.76902833	829.6692685	261.1619294	652.8575264	212.0416867	128.6403474	153.9609051
CRYBB1	8.51087882	9.160277762	8.78944775	20.22798354	10.6390921	8.277095789	10.18494196	10.55258875	7.618702951	9.40235754	7.972776848	9.396148118	9.016747265	8.796010004
CSF1	22.1078749	21.81521667	22.99418539	21.94024148	32.27097928	235.5590589	24.17762134	159.729662	39.12354971	21.72047615	24.48518696	24.56893179	112.5821168	93.53462038
CSF2	24.24874392	18.24411695	24.4197256	40.95236426	25.87142267	1283.451966	22.7587994	16.26218479	62.26959997	47.27814858	741.3146239	27.09459243	34.06423073	38.03034172
CSF3R	99.76628743	29.61360061	24.3859179	107.0724606	36.16508067	25.6594246	38.93185048	85.4433645	338.8415636	115.6437107	45.2333023	2331.948628	92.48429351	67.25193329
CST7	29.71165699	21.33475082	5181.597893	197.8545424	1470.064999	746.2695012	322.0620463	1323.231227	12102.63842	11514.68497	10179.78364	63.6732263	1490.444911	4059.440795
CTLA4	19.39158332	12.05483904	19.09265901	282.3095234	606.1036832	1865.797683	2019.936149	4077.44587	22.98413575	11.01469755	18.71219759	18.619765	16.48246747	12.49357301
CTSG	247.7712501	204.7033855	113.3980465	134.4958651	81.23896111	73.69460204	38.09184417	224.9735167	156.8702985	309.0786617	105.3144058	88.12615549	69.98276175	42.00016699
CTSW	16.65790643	14.10507421	4894.215252	487.0683652	963.2767736	23.08754551	14.6382422	12.83317361	4144.004572	6980.778276	10811.41236	16.93731154	16.23954329	15.8711173
CXCL10	761.3944185	395.6381026	157.22658	120.4987696	152.9758784	529.512254	127.9224652	256.6183684	488.5453368	201.1109308	1510.914551	500.9300164	163.7176364	11302.3948
CXCL11	90.26229276	71.79483122	22.77124293	6.633637977	14.33061258	52.00544678	23.48774462	42.51314662	42.34729139	28.53859717	183.3079432	38.41873667	21.12034731	3956.496269
CXCL13	50.1800947	22.77083572	22.35743472	6.024967349	8.95713845	280.5297599	9578.936337	13.50429071	7.577261926	10.02644064	16.12512522	10.31783604	12.71410384	20.93152388
CXCL3	73.07039801	28.30659504	26.71170482	17.02062149	30.02788375	26.84183085	27.69750654	136.6242482	45.90656617	17.38441257	30.21807353	175.8826199	81.03679349	157.0218318
CXCL5	94.16490321	83.04902879	18.42018765	7.759898576	41.21600403	24.94052208	18.93654262	73.85830951	78.88888206	25.08008077	29.07388553	32.93471403	37.39284051	387.4036234
CXCL9	597.5841917	438.2088306	125.8362376	77.45884479	151.5042347	259.4612394	143.5770588	159.2182742	220.9114526	186.9242102	590.3615841	265.0825127	179.9813131	2918.819703
CXCR1	260.5780432	187.0592932	214.6841388	320.9597732	253.8205315	76.35489937	71.48534098	216.8895181	691.7310759	515.9159844	417.1870896	82.78141165	65.52991342	64.12271586
CXCR2	26.76355546	12.64597482	73.61765642	5.107669662	20.88194891	7.644655016	11.15831089	62.58074509	341.3628029	963.1701029	280.0023863	408.3528365	176.8360878	48.42702155
CXCR5	368.7814351	298.694373	32.70801147	29.79215867	181.8245372	207.1265648	2508.080521	32.4851772	31.93919539	16.03380756	15.13101608	14.61246054	17.53626408	26.90915848
CXCR6	143.966553	137.922284	239.577985	92.27701669	190.1248095	1140.294509	187.5232686	914.3089198	1037.795776	175.2851029	139.1507517	89.88376184	61.54906754	93.76432338
CXorf57	39.26542516	19.44447612	102.1724937	236.7644719	111.2439257	152.5108229	14.24242632	12.49889885	284.2716475	54.61125396	77.38738398	8.024895821	7.429375053	5.419912679
CYP27A1	28.17031886	29.93010894	35.11559608	57.08079673	18.92107732	20.98904773	60.30106853	55.89770913	88.19698455	36.91521067	30.40510025	761.5963848	807.5821247	1970.12216
CYP27B1	839.568697	393.1234511	123.385104	89.21509024	112.6050172	253.1007469	62.71521001	451.157092	198.9157769	95.8119075	117.9119847	96.6530619	203.4468878	2253.07628
DACH1	8.110268958	6.614252509	6.072925338	26.64846634	6.332890006	3.990985982	4.929861418	16.74879697	14.24749768	34.41652414	18.5565618	63.04081707	5.418450145	6.024269222
DAPK2	50.49233083	52.66107689	36.778245	35.93880485	53.08765217	21.06633463	20.19963341	71.83050785	55.81143763	75.19081972	65.98252315	50.3687963	50.65432393	57.82502739
DCSTAMP	38.69538004	19.46232551	45.95452314	33.84353695	19.29191355	61.87372226	68.52517722	60.49713226	77.66579469	39.23336722	85.31836726	100.3959971	919.9504445	632.4755841
DEFA4	364.8313155	262.8085775	580.4081606	61.9081487	252.1933458	165.640875	89.90011254	42.80616145	290.2323357	3153.504694	224.7841847	108.489886	79.53417974	104.1710485
DENND5B	47.963256	82.49743428	4.937003728	5.354735415	6.171513508	8.639430617	2.140728959	35.50090535	5.928172884	28.75548047	4.929861418	5.019653713	12.87739467	28.44840466
DEPDC5	23.00370479	33.44683221	42.10826584	192.0177626	41.85091261	38.53463959	136.4948062	91.68554625	53.64503254	74.53481103	143.2597854	40.17793365	106.0520414	38.1781776
DGKA	426.967722	460.0096029	2223.016764	3066.253514	2690.021108	845.8491856	3860.541888	2953.650091	550.2709334	393.4296648	301.113803	300.9545855	198.328799	236.2697561
DHRS11	53.98997768	69.55072395	88.61812105	123.9520803	27.7175438	149.3668195	72.38497496	59.33234796	34.77276169	61.62409019	85.55342451	46.95962914	1090.33834	299.290358
DHX58	13.86362993	16.88361737	67.97505932	298.2898502	30.99587635	14.48068577	86.56913311	85.15077625	19.01547885	126.714319	29.64538132	66.42778065	34.01497516	1538.10279
DPEP2	695.4566346	459.3705381	469.0254782	1220.279156	631.2800075	9.029403736	327.6079697	341.7222111	496.445567	636.0698166	22.1565212	1471.477094	502.9110289	37.70324907
DPP4	19.45168576	16.56719599	686.98687	689.9495562	1042.227242	892.3150761	22.53108052	866.5973448	383.7055093	43.07303297	391.9641115	19.65506451	11.79647193	138.2117037
DSC1	82.26251271	48.0259129	408.664347	788.0190869	15.6035437	10.21829304	7.631831021	23.3327929	82.60097115	21.21931052	23.81586063	18.85006161	45.60303808	14.70793626
DUSP2	13.29827708	139.2748932	4083.939908	318.0170106	2005.427058	2312.349458	2300.259226	319.7380921	4596.059629	494.2129873	307.9165172	404.8953793	292.3186781	536.6914932
EAF2	3181.18246	2020.339327	219.0176307	240.986393	138.142275	265.1751702	197.1649083	208.0767508	181.1618028	198.0166857	184.1015768	683.9617628	230.8171913	468.0738156
EBI3	10.50267123	16.93649086	12.21399038	15.05714204	11.53252065	119.0986128	11.63480358	164.024998	8.368172831	10.01431702	16.85549775	12.4947299	16.81680477	6496.243408
EFNA5	5.427660306	9.117018877	12.03201722	116.9246518	24.29954135	13.95930187	76.65867431	240.3423442	77.73188438	29.85222409	43.79639678	16.87392513	19.84796253	35.5318796
EGR2	122.3401907	98.24319728	35.39583074	35.24465136	36.23835539	2100.112826	1667.329269	131.119	151.2415422	155.2354783	1331.912221	466.5929482	4531.291492	1121.590168
ELANE	11.04729816	8.908551164	103.4864778	12.73061175	12.43682411	6.90617027	9.857216379	16.19604013	18.50447818	734.2988939	167.9222444	28.96336488	12.68932527	13.01751849
EMR1	499.0111023	383.0612119	195.8964573	428.0646447	312.812165	400.2184096	182.9389251	335.8350828	447.9667425	348.0789413	188.5213167	1815.513906	178.6781861	237.420847
EMR2	145.9766252	106.053844	43.05953599	56.18573504	83.26351882	72.53685465	21.24976442	96.27230625	165.095489	174.2285945	87.43886769	1319.424101	863.0024859	357.6021098
EMR3	55.17004911	124.3420312	104.1704046	89.37299011	63.19960659	89.53763691	139.7591552	112.6019046	136.763141	63.86912529	64.8769987	379.6236682	17.83104509	19.31544328
EPB41	21.98416943	67.00924563	235.3351386	12.29355102	385.6302551	240.8141851	89.94208868	45.47875651	9.639752894	104.9505198	97.80292842	25.10456886	17.91341178	73.20980687
EPHA1	47.02936831	46.76894576	400.0482873	763.4010715	292.8838925	35.76999194	57.88335321	43.93245365	61.83016944	155.7830488	99.21173158	63.80169822	60.8481688	58.64760753
EPN2	46.90834881	42.21678294	31.50834858	64.62199466	96.20392388	50.11843442	55.41158071	17.84892932	62.36421567	31.97660478	27.97705381	32.43586908	59.13787146	31.56870199
ETS1	988.8726693	792.2524045	613.4935899	287.8283832	1902.189462	1261.517205	701.5416085	1031.179862	99.66586714	759.7185652	696.2669173	85.66933558	120.6221577	115.7021417
ETV3	37.98662268	36.84623894	49.08454024	20.64868683	455.2117491	21.48427937	32.1556293	21.61892339	14.30737014	33.20716288	38.00908858	40.95675962	40.52550185	2091.702661
FAIM3	11191.41447	8362.288551	5723.984822	8841.004838	5134.615329	1145.360549	7380.970003	4680.731681	1866.749257	2548.903709	478.4201622	117.871065	147.2831703	49.08029322
FAM124B	21.67016354	15.40803255	14.04816696	17.18073516	20.50088961	16.26784814	16.06928085	13.18060161	10.75869747	20.02563485	18.188607	29.15950369	16.61570142	11.26463001
FAM174B	117.7226808	92.46718738	94.16937409	137.0201675	104.0881916	92.90928381	163.1153582	160.6169251	69.86697577	40.33600095	37.77736037	39.85052889	42.79765197	40.87114944
FAM198B	9.800664188	16.43893928	4.526894401	30.53349636	8.45170015	5.598819437	13.63143065	20.58243315	54.27641657	23.76109791	10.27433459	515.249292	563.731154	45.53321991
FAM212B	49.97014577	48.44610942	23.00981627	12.55533168	25.23626149	70.72102235	17.60479495	98.45119026	31.95594959	13.78507742	20.4848163	95.87273144	19.30988108	12.50084037
FAM65B	4719.699579	5267.741473	3376.093302	4454.485846	2808.159439	256.5379971	665.2076215	910.8875823	2376.662113	1586.716996	696.5310083	2428.861545	136.2081634	126.2864186
FASLG	342.8390554	274.6088916	169.2167794	144.0787779	140.8491762	478.9874938	126.7421568	171.4953465	600.2580034	1537.723722	2218.049204	108.383093	70.64960056	101.0667448
FBXL8	7.713639432	3.515112115	91.19310135	53.47478762	313.0593206	66.28866703	53.28186176	99.56256588	47.42553518	12.81344642	32.60848091	43.1055926	67.36258689	55.64683088
FCER1A	106.1351171	80.99986492	111.3010937	70.33336588	129.667324	64.11513732	29.85402332	73.23250104	286.9014407	168.922198	98.18855945	622.2119019	2215.373887	88.29115522
FCER2	990.3077473	210.1913338	8.626141867	19.37674145	10.14786303	17.85021806	10.37726055	30.97494747	9.772859254	12.55432737	13.36812571	12.66527557	1104.166801	98.25529772
FCGR2B	3389.8606	4533.908058	65.97309417	8.255798098	30.69853755	59.92126523	108.5578105	127.1097924	121.0118537	119.9451162	181.4820226	287.6388369	1529.233028	137.2036108
FCGR3B	434.6883898	191.9423831	178.1993614	61.46749025	133.7448215	106.4982845	64.11513732	203.850527	446.2450155	494.7560439	369.6606901	402.4458452	158.6201963	125.0983352
FCN1	160.5487443	92.91123613	130.0754644	144.5883358	98.71765801	63.37271678	116.5979064	122.2714734	5094.70768	465.2336051	121.8089713	29800.42108	121.7194027	120.9633626
FCRL2	4384.737162	3466.953007	73.7221496	34.17485561	55.77947477	79.24179515	46.90834881	24.53453756	157.2790481	54.32604608	49.01458544	47.6563456	61.14907238	38.40731991
FES	8.544430362	8.676013229	9.520155138	8.032047496	6.024967349	7.843078446	7.262313101	8.504060287	97.09901245	211.838797	258.841965	826.5409485	345.415859	10.72101379
FFAR2	12.83845224	15.54382491	11.77579288	11.92870205	15.89364427	16.94262088	14.98197508	28.272854	24.4582214	73.96615142	13.44126834	101.05938	17.74165652	16.51972226
FLJ13197	129.5124355	51.64103294	167.3200623	260.3922902	110.1171051	19.8911471	41.76287856	30.5070053	30.25891777	147.0679625	36.95107529	15.24807194	10.0917531	8.549571152
FLT3LG	26.22845437	56.33557728	1267.031752	2489.205564	1471.268235	234.4917711	309.7698509	644.6131105	222.022152	226.7845957	367.4048158	69.27835254	18.33062213	62.75049101
FLVCR2	69.18049192	86.59482486	83.37381583	90.1471958	145.8719106	242.0193671	256.9226064	217.1777617	144.8106524	140.2531417	88.34055902	566.9712028	2317.021706	1056.886238
FOSB	200.0093028	243.4082578	41.65285438	401.5583963	59.70898915	32.1556293	5833.248925	24.99410874	37.53954222	32.22859594	31.75264764	3422.450435	28.8254167	45.83078441
FOXP3	135.9782583	93.5353139	65.14694151	129.5124355	190.192431	478.810999	146.8412284	2001.919746	103.9721613	31.98561018	56.57949837	76.15295297	63.27839509	64.02824977
FPR1	361.3212533	387.2639146	210.2034137	161.9808797	240.3083941	161.2444569	248.213136	222.4633603	911.9483813	397.2639649	303.3669097	9800.634834	281.0707287	222.4014754
FPR2	227.4506603	162.9187996	54.91749032	60.78015047	57.00754952	24.31747659	56.44753053	97.93080766	168.8394702	88.1553815	69.04044011	964.2419055	62.80252929	48.59895914
FPR3	325.6674246	243.6605005	105.807962	97.29879579	116.5979064	99.98686977	128.4835934	153.046445	196.9377727	112.657984	94.70041249	203.421307	5751.146697	4194.211448
FRK	138.3048999	125.3630578	26.38936082	11.24943836	5.639101241	6.171513508	3.210667699	6.588217809	57.57067756	3.655442581	6.694465385	7.43265118	13.42127435	18.05689621
FRMD4A	57.81750686	73.55800845	49.31923782	24.03797283	71.89460431	48.33458991	211.2458646	38.98612196	23.15443689	46.14200777	43.21756185	52.74025927	229.1834068	57.27849364
FRMD8	197.3732828	150.7395951	28.9702418	14.61435957	141.1237411	249.2964218	228.186585	1019.519496	70.74900337	249.1822219	162.813157	247.2516889	241.4254373	290.6920702
FZD2	40.20305932	10.76683514	13.86980966	23.74932601	6.482478073	10.89927471	9.463569762	14.54663645	68.17805047	21.52230454	11.61080204	455.2912189	831.7517546	236.3498633
FZD3	121.5674974	138.3505755	50.26515479	96.62044786	39.04159069	136.5432862	449.1787857	63.60598821	59.00916719	29.43502605	38.82769283	39.70835546	77.88233881	24.30648198
GAL3ST4	69.54706802	72.93354863	335.5930908	942.3193748	238.0119755	123.3772483	256.2684015	169.488552	50.30538263	35.6643216	36.41518352	44.09898382	141.2340099	57.36368731
GALR1	2.661554274	4.348941107	3.908160923	41.01608039	6.212037366	3.847184414	6.994769751	4.835860747	18.63540007	4.227180464	3.69898121	4.179834102	2.493139629	3.475112044
GFI1	27.63680315	25.20303785	293.640883	48.08423235	132.9727705	700.6608098	561.1786244	587.5134761	337.3673177	508.7800779	394.3207649	19.38352568	34.30719036	53.2689152
GGT5	11.49823256	9.101161188	12.99967839	24.53939902	9.261514296	11.57823288	10.13745863	6.912133983	14.80259974	16.95386801	13.68021641	11.13018839	21.9710094	12.62902183
GIPR	8.245074698	8.69890136	10.90883943	20.2876468	5.19508538	9.251047619	30.90820518	32.74751321	67.5773091	13.45361226	11.72814867	8.506723418	8.587227324	11.2653381
GNG7	768.0078466	1494.305763	133.5514698	99.42210121	104.2562884	75.96955929	63.64624142	214.2818797	51.82499254	60.45334031	53.08765217	112.449475	187.5124462	70.79123977
GNLY	9.016559093	14.52025513	3732.536058	134.9186388	1198.37505	233.4211369	12.65987353	24.36657201	8201.567151	21760.60028	23235.35012	19.94743339	22.37056888	21.45038814
GPC4	126.6902267	73.41170643	43.02443597	59.39944184	77.95639785	53.75861921	60.05830259	60.95504449	92.09947118	77.48575035	42.58445228	56.14456485	161.2550359	86.47333389
GPR1	3.129845825	4.79850122	1.559283973	44.35621868	1.244201526	0.453354164	17.15481458	52.08421325	14.99847133	17.25032467	1.863695454	5.245664557	1.025582915	2.979127268
GPR171	33.51495052	22.98219258	924.3717963	899.2846127	969.236538	2693.556404	227.8557261	6933.009161	4853.059657	443.0770732	1041.132076	14.67922106	19.22969007	560.4038043
GPR18	3056.84082	1822.014185	1037.066376	1241.790015	678.2573057	431.4075402	1521.532591	215.7526442	840.8407261	1204.171373	2025.829576	109.6660347	21.83449399	33.94734448
GPR183	275.8348106	2308.149818	630.5280037	854.0807595	3012.768061	2265.096641	965.2070375	454.3725611	475.9389405	216.2351844	201.5996553	196.979149	437.8462334	1945.433337
GPR19	27.02537152	36.08351025	40.61246787	73.33196188	71.86055345	373.0594532	336.9689608	397.8626539	29.76682384	42.35493987	65.65533364	19.81202335	19.86290214	14.74706676
GPR25	4.292572754	29.42735453	28.7191378	10.77863651	138.1919025	12.75467855	21.82778451	41.74363822	10.93345478	11.1673751	21.43533197	14.04592183	11.76229619	4.701007424
GPR65	507.5709281	490.2704567	1518.573945	572.3060778	1499.931247	850.211608	252.2799806	608.4463585	2511.23381	2138.331722	2137.237334	1473.160908	607.4918095	155.0751578
GPR97	154.4101049	141.428644	104.9389313	57.15128061	138.4573773	94.40581808	39.81497642	136.0103845	96.9370486	295.1646205	418.1169425	71.26388228	119.263697	138.6725511
GRAP2	12.62708927	15.00203046	280.9234111	318.9107126	269.2219489	151.959726	201.2672093	189.8106758	166.772216	200.763896	307.2558216	11.82509864	7.973524377	10.11500312
GSTT1	6.958858985	12.48982331	18.64410933	43.10259613	14.99403456	14.09510035	83.68091706	24.66756578	14.72558502	15.93181405	15.76945271	17.31196185	634.2257819	64.6589982
GUSBP11	8048.07448	10388.03123	521.3361484	587.5664324	151.2654723	9.073509293	447.7619209	268.2718711	15.07275333	311.6532884	98.43888337	43.51505491	9.045254731	9.611149339
GYPE	38.71816582	61.40275529	26.87927605	8.008517109	3.69898121	4.833493917	6.90617027	75.98982389	61.8922118	15.90605862	24.75298907	6.627731906	5.369616159	8.386579586
GZMA	204.958358	217.1903236	6301.839315	440.9534741	4034.52042	1173.96483	130.7405303	318.1893547	14188.10221	13660.47953	22380.29444	132.0433731	93.29389844	128.6984558
GZMB	102.255299	68.32230989	2080.697741	85.36127082	58.9177582	21960.79819	64.03542312	53.64876826	6018.578754	15276.85279	23235.35012	61.71915165	30.67820522	82.17563279
GZMH	21.35853068	33.95743123	8555.821981	198.9335618	630.7749174	896.7120375	26.30390688	79.31202778	10428.44501	11889.00904	7419.827913	36.90093477	17.75887232	26.34630303
GZMK	184.0395826	278.1808222	8814.387272	1423.65694	3724.329794	187.7181578	119.8476496	51.85294841	15903.70006	1967.19369	233.6749633	67.13748264	79.45607344	81.98912286
GZMM	6.305414565	16.45527256	1048.989355	1215.533292	884.0128037	529.132872	1030.215674	644.0425249	893.7767856	3771.290343	2616.387026	13.20630847	10.30937689	20.75077043
HAL	380.2322774	308.5027329	84.17530879	61.60426486	75.48182942	78.63381891	548.1212227	79.74092409	191.4998166	99.60146076	96.12281291	877.1793038	74.77632532	54.11520645
HCK	273.5706061	489.3443473	106.4569423	107.2851313	80.31784648	81.79892574	43.76861448	75.08844559	737.406205	391.7033029	184.1658664	7368.002228	4370.59343	3772.369126
HDC	147.9736788	177.8451002	123.8596636	18.24228689	118.9595662	82.7123624	23.22265447	91.91206074	90.33473739	200.3498771	150.8083027	129.5522336	149.3724413	109.8186109
HESX1	6.869435614	5.810228378	7.046990167	8.172396024	5.971548735	7.370460489	8.369699084	37.84864451	7.64453315	8.440480409	9.195676707	8.365084929	12.06326019	1074.504512
HHEX	4489.488986	2773.84053	139.0353705	83.41360206	105.0214682	88.61808798	78.89317933	55.90922856	263.6249346	245.8936654	202.8459866	1914.137567	929.3017456	94.43877672
HIC1	5.092351833	4.093578948	8.159927666	18.79636185	5.971548735	7.057961151	6.633637977	88.0877177	11.44970382	15.68354842	41.82249473	7.017818913	7.589776753	12.15568636
HIST1H2AE	35.26722995	21.8243194	29.91298037	30.34545814	45.64822436	11.24943836	110.4902286	64.89000999	15.85352471	14.84822972	6.198523194	8.28188422	17.89759376	41.34339654
HIST1H2BG	17.44318854	42.30455978	78.31604621	138.8837705	190.054614	52.48031743	182.147041	117.0121723	72.04696546	68.37610587	11.21409988	23.39236935	38.3658796	137.8269375
HK3	12.94364358	9.44765425	21.81413027	25.374709	12.81515335	21.8935711	15.36690486	19.81013313	140.6970049	222.5053519	32.40772779	3103.136582	1093.669785	294.1705912
HLA-DOB	6607.334733	4832.779431	212.2757519	54.34069564	47.963256	44.00072194	118.2666793	117.0529938	44.15872342	230.4248523	188.3202183	102.1825691	37.2824505	2006.948626
HLA-DQA1	942.7749076	1379.121703	173.4117383	122.6942485	106.9349988	167.0688665	89.17794598	621.2518682	356.7324528	219.2102706	214.9325691	275.3534268	7712.247914	6417.316621
HMGB3P30	30.97425375	30.88530653	42.79987867	3.547906137	52.31915781	40.80982734	5.822857646	359.7407068	101.6070301	38.72002482	62.1534728	27.19577484	46.97065338	53.61427074
HNMT	61.73602193	55.47571769	19.61866274	10.96771886	11.06762282	31.71073352	8.992612544	24.60168339	79.57214932	26.91293797	13.5847049	815.4265044	636.1739965	279.1068543
HOXA1	12.90856012	10.23319877	12.85536224	13.26159685	6.91970575	11.04729816	18.89413582	11.40467609	14.51961531	11.76733746	9.61033962	10.68723722	11.52610311	8.30653615
HPGDS	203.7910498	224.547027	83.72110944	88.13751751	182.147041	92.78922471	56.70706623	219.6942345	118.9847774	177.6752993	148.3391263	36.75265198	195.4447153	125.1233721
HPSE	30.8024485	29.58277474	55.34751097	132.3282146	207.2614073	494.245822	234.9215764	157.5455198	302.9255809	29.9724331	54.88908823	1285.833086	27.69056049	30.84139727
HRH1	206.5394742	165.4581351	75.97436695	26.48229454	101.1491714	284.8186666	78.2920509	108.9553664	212.4319062	54.07639831	42.47010982	72.1745748	202.5321442	128.2673018
HSPA6	70.64960056	148.2879125	106.7169109	89.65418124	21.31200497	20.34672736	259.1902042	358.1515065	78.69909351	184.8377232	284.0317902	641.2142131	65.31326001	20.58127818
HTR2B	6.171513508	13.11478166	22.71063607	11.3103513	5.822857646	4.605860048	9.317338154	26.43901488	77.03535453	30.97175272	6.958858985	13.85052231	19.64801361	382.9194372
ICA1	191.4053509	115.3270172	134.2533776	149.651559	289.2721081	160.7794316	2419.169387	216.2736493	194.6366579	133.7203845	135.275358	183.2555042	204.0001741	190.5740318
ICOS	6.458825767	8.407302028	194.1905981	1018.135876	786.5967435	1804.928958	7744.01596	738.9703291	36.42210641	12.554434	22.53108052	5.362446048	6.702810599	6.159261216
IDO1	241.0650179	312.4524995	241.3331484	192.0869901	248.9097098	201.7392421	241.4925332	91.27779079	183.5919996	667.1972433	671.6285143	269.4662793	131.5732395	20536.85787
IFI44L	24.57422621	37.30993947	84.26221988	147.4365503	127.385545	18.32015721	132.631945	3323.895627	492.7938791	302.4006942	311.314882	307.8493777	11.03225551	4019.777684
IFNA10	63.51120873	158.4224613	12.57137446	14.25566764	13.99751273	9.372947039	15.27320006	155.2422393	10.459288	8.565645005	13.16479841	13.10429637	21.86200716	8.554973126
IFNG	233.2462403	168.0836515	249.0786281	107.3272359	142.1822906	6344.879706	208.3394234	174.2692818	269.3932002	247.3486217	3575.236664	108.1486375	75.83739524	92.78571972
IGHD	10811.41236	2526.481303	62.3476822	125.466199	26.14159933	21.20380232	135.5693196	28.36731347	27.10540257	32.58210537	21.68739568	50.4303708	78.42668997	56.63839916
IGHE	18.17410575	73.92464991	15.63289317	46.81934	54.27863199	23.03809769	51.74744263	18.57562555	28.07995577	19.3650878	15.52894714	25.291882	36.23816826	14.94842
IGHM	21960.79819	14250.20741	361.7379219	46.93569691	156.9391502	260.5780432	2116.005563	593.8569709	226.0772361	162.309451	134.8648186	127.0436672	44.41793335	41.25586808
IGKC	27164.52012	30254.0679	3097.474216	489.1798399	40.36292074	67.88787751	329.5978842	351.6837529	2059.744494	324.3571791	121.6124805	318.0695055	64.18688874	223.333702
